Uni_ID	Other_Uni_ID	Name	Topology	TM_domain	Subcellular_location	Subcellular_topology	Tag
Q15109	A2BFI7;A6NKF0;A7Y2U9;B0V176;Q15279;Q3L1R4;Q3L1R5;Q3L1R6;Q3L1R7;Q3L1R8;Q3L1S0;Q86SN1;Q9H2X7;Q9Y3R3;V5R6A3	RAGE_HUMAN	Extracellular:23-342;Cytoplasmic:364-404	343-363	Cell membrane;Secreted	Single-pass type I membrane protein	Cell_surface:TM
O60896	Q7Z2Y1	RAMP3_HUMAN	Extracellular:24-118;Cytoplasmic:139-148	119-138	Cell membrane;Membrane	Single-pass type I membrane protein	Cell_surface:TM
P62834	P10113	RAP1A_HUMAN			Cell membrane;Cytoplasm;Perinuclear region;Cell junction;Early endosome	Lipid-anchor	Cell_surface:Other
Q96S59	A0PJA2;B2R8E1;O94764;Q6P3T7;Q7LBR2;Q7Z7F9	RANB9_HUMAN			Cytoplasm;Nucleus;Cell membrane	Peripheral membrane protein	Cell_surface:Other
Q8NFJ5	B3KV45;O95357	RAI3_HUMAN	Extracellular:1-33;Cytoplasmic:55-68;Extracellular:90-97;Cytoplasmic:119-129;Extracellular:151-176;Cytoplasmic:198-212;Extracellular:234-247;Cytoplasmic:269-357	34-54;69-89;98-118;130-150;177-197;213-233;248-268	Cell membrane;Cytoplasmic vesicle membrane	Multi-pass membrane protein	Cell_surface:TM
P61224	B2R5Z2;B4DQI8;B4DW74;B4DW94;P09526;Q502X3;Q5TZR4;Q6DCA1;Q6LES0	RAP1B_HUMAN			Cell membrane;Cytoplasm;Cytosol;Cell junction		Cell_surface:Other
P10114	B2RCJ1;Q5JSC1;Q5JSC2	RAP2A_HUMAN			Recycling endosome membrane;Midbody	Lipid-anchor	Membrane_protein
P61225	P17964;Q96EG5;Q9CXG0	RAP2B_HUMAN			Recycling endosome membrane	Lipid-anchor	Membrane_protein
Q13702	Q8TDF3;Q9BTD9	RAPSN_HUMAN			Cell membrane;Cell junction;Synapse;Postsynaptic cell membrane;Cytoplasm;Cytoskeleton	Peripheral membrane protein	Cell_surface:Other
Q9Y3L5	B3KWD6;Q5H9H9;Q9BTS0	RAP2C_HUMAN			Cytoplasm;Recycling endosome membrane	Lipid-anchor	Membrane_protein
Q14644	A6NL15;F8W6X8;Q8IUY2	RASA3_HUMAN			Cell membrane		Cell_surface:Other
Q70E73	Q96Q37;Q9C0I2	RAPH1_HUMAN			Cell membrane;Cell projection;Lamellipodium;Filopodium;Cytoplasm;Cytoskeleton	Peripheral membrane protein	Cell_surface:Other
O14807	B4DIK0;Q86WX8	RASM_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q9Y272	B2R709;B4DFF4;Q9NYB4	RASD1_HUMAN			Cell membrane;Cytoplasm;Perinuclear region;Nucleus	Lipid-anchor	Cell_surface:Other
C9J798		RAS4B_HUMAN			Cytoplasm;Cytosol;Cell membrane	Peripheral membrane protein	Cell_surface:Other
P01111	Q14971;Q15104;Q15282	RASN_HUMAN			Cell membrane;Golgi apparatus membrane	Lipid-anchor	Cell_surface:Other
O43374	O60286;Q14CQ4;Q86UW3;Q96QU0	RASL2_HUMAN			Cytoplasm;Cytosol;Cell membrane	Peripheral membrane protein	Cell_surface:Other
P01112	B5BUA0;Q14080;Q6FHV9;Q9BR65;Q9UCE2	RASH_HUMAN			Cell membrane;Golgi apparatus;Golgi apparatus membrane;Nucleus;Cytoplasm;Perinuclear region	Lipid-anchor	Cell_surface:Other
Q7Z444		RASE_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q15907	A5YM50;B2R7I4;B4DMK0;D6W671;Q2YDT2;Q5U0I1;Q6FHR0;Q6FI42;Q8NI07	RB11B_HUMAN			Recycling endosome membrane;Cytoplasmic vesicle;Secretory vesicle;Synaptic vesicle membrane;Phagosome membrane	Lipid-anchor	Membrane_protein
Q9H082	B2R987;Q4W5B0	RB33B_HUMAN			Golgi apparatus membrane;Golgi apparatus;Cis-Golgi network	Lipid-anchor	Membrane_protein
P0C0E4	Q495H3	RB40L_HUMAN			Membrane;Cytoplasm;Mitochondrion	Lipid-anchor	Membrane_protein
P51159	O00195;Q6FI40;Q9UIR9;Q9Y5U3	RB27A_HUMAN			Membrane;Melanosome;Late endosome;Lysosome	Lipid-anchor	Membrane_protein
Q14964	A8KAA4;Q8N6W2	RB39A_HUMAN			Cell membrane;Cytoplasmic vesicle;Phagosome;Phagosome membrane;Lysosome	Lipid-anchor	Cell_surface:Other
P01116	A8K8Z5;B0LPF9;P01118;Q96D10	RASK_HUMAN			Cell membrane;Cytoplasm;Cytosol	Lipid-anchor	Cell_surface:Other
Q96DA2	Q5JT79;Q8NEX3	RB39B_HUMAN			Cell membrane;Cytoplasmic vesicle membrane;Golgi apparatus	Lipid-anchor	Cell_surface:Other
P62491	B2R4B6;B4DT13;P24410;Q5TZN9;Q9JLX1	RB11A_HUMAN			Cell membrane;Recycling endosome membrane;Cleavage furrow;Cytoplasmic vesicle;Phagosome;Cytoplasmic vesicle membrane	Lipid-anchor	Cell_surface:Other
O00194	B2RAB0;Q9BZB6	RB27B_HUMAN			Membrane;Late endosome	Lipid-anchor	Membrane_protein
Q8IUD2	A2RU77;A7E295;D3DUP7;D3DUP8;Q6NVK2;Q8IUD3;Q8IUD4;Q8IUD5;Q8NAS1;Q9NXN5;Q9UIK7;Q9UPS1	RB6I2_HUMAN			Cytoplasm;Cytoskeleton;Microtubule organizing center;Centrosome;Membrane;Golgi apparatus membrane;Cell junction;Synapse;Presynaptic cell membrane	Peripheral membrane protein	Cell_surface:Other
Q14088	Q5JUZ6;Q92465	RB33A_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q8WXH6	O00407;Q17RQ5;Q6DK06;Q8TF06	RB40A_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q9UL26	B3KR86;E1P605;Q8TF12;Q9H4E6	RB22A_HUMAN			Endosome membrane;Cell membrane;Early endosome;Late endosome;Cell projection;Ruffle;Cytoplasmic vesicle;Phagosome;Phagosome membrane	Lipid-anchor	Cell_surface:Other
Q12829	Q8WVG3	RB40B_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q96S21	A2IDE2;D3DU54;O60795;Q4TT41;Q5PXE8;Q6PIU5	RB40C_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q96T37	A1A693;Q3ZB86;Q4V760;Q5D058;Q5T613;Q86VW9;Q96PE4;Q96SC5;Q96SC6;Q96SC9;Q96SD0;Q96T38;Q9BRA5;Q9H6R8;Q9H9Y0	RBM15_HUMAN			Nucleus speckle;Nucleus;Nucleoplasm;Nucleus envelope;Nucleus membrane	Peripheral membrane protein	Membrane_protein
Q15311	D3DUI0	RBP1_HUMAN			Cell membrane;Cytoplasm;Cytosol;Cytoskeleton;Spindle pole;Nucleus;Mitochondrion	Peripheral membrane protein	Cell_surface:Other
Q9H1K0	B4DWY8;C9J4P5;Q3KP30;Q59EY8;Q8NAQ1	RBNS5_HUMAN			Cell membrane;Early endosome membrane	Lipid-anchor	Cell_surface:Other
P49792	Q13074;Q15280;Q53TE2;Q59FH7	RBP2_HUMAN			Nucleus;Nucleus membrane;Nuclear pore complex;Nucleus envelope		Membrane_protein
Q9BUV8	E1P5U0;O00605;Q5QPG6;Q5QPG7;Q9BT03;Q9BZU7;Q9UI05	RCAF1_HUMAN		45-64;68-90	Mitochondrion inner membrane	Multi-pass membrane protein	Membrane_protein
O00559	A8K3N6;Q5Y8C7;Q6IB20;Q9BS76	RCAS1_HUMAN	Extracellular:1-6;Cytoplasmic:28-213	7-27	Golgi apparatus membrane	Single-pass type III membrane protein	Cell_surface:TM
Q96I51	D3DXK0;F5GX55;F5H6C7;Q548B1;Q8IW88;Q8N572;Q9H0G7	RCC1L_HUMAN			Mitochondrion membrane;Mitochondrion inner membrane		Membrane_protein
Q9P258	Q8IVL9;Q9BSN6;Q9NPV8	RCC2_HUMAN			Nucleus;Nucleolus;Cytoplasm;Cytoskeleton;Chromosome;Centromere;Spindle;Midbody;Cell membrane	Peripheral membrane protein	Cell_surface:Other
Q96NR8	B2RDA2;Q8TAW6	RDH12_HUMAN			Endoplasmic reticulum membrane		Membrane_protein
Q9NYR8	Q9H838	RDH8_HUMAN		86-106;137-157;169-189	Membrane	Multi-pass membrane protein	Membrane_protein
Q8N3Y7	B4DGK2;Q330K3;Q8TDV9;Q96LX1	RDHE2_HUMAN		11-31;270-290	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q8NBN7	Q6UX79;Q96G88	RDH13_HUMAN			Mitochondrion inner membrane	Peripheral membrane protein	Membrane_protein
Q8IZV5		RDH10_HUMAN		3-23	Microsome membrane;Endoplasmic reticulum membrane	Single-pass membrane protein	Membrane_protein
Q8TC12	A6NDK3;A8K062;B2RB26;B4DDW0;Q0QD40;Q6IAH5;Q9NRW0;Q9Y391	RDH11_HUMAN	Cytoplasmic:22-318	1-21	Endoplasmic reticulum membrane	Single-pass type II membrane protein	Membrane_protein
O75452	Q9UNV2	RDH16_HUMAN		289-309	Microsome membrane;Endoplasmic reticulum membrane	Single-pass membrane protein	Membrane_protein
Q92781	O00179;Q8TAI2	RDH5_HUMAN	Lumenal:22-288;Cytoplasmic:310-318	1-21;289-309	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q8TAI7	Q56VH8	REBL1_HUMAN			Endomembrane system;Cytoplasm	Lipid-anchor	Membrane_protein
O95980	B2RNS1;Q5W0K6;Q8WX37	RECK_HUMAN			Cell membrane	Lipid-anchor;GPI-anchor	Cell_surface:Other
P35243	Q53XL0	RECO_HUMAN			Photoreceptor inner segment;Cell projection;Cilium;Photoreceptor outer segment;Photoreceptor outer segment membrane;Perikaryon	Lipid-anchor	Membrane_protein
Q00765	B7Z681;D3DT04;Q04198;Q5QGT0;Q9BWH9	REEP5_HUMAN	Cytoplasmic:1-34;Lumenal:52-53;Cytoplasmic:75-84;Lumenal:104-105;Cytoplasmic:124-189	35-51;54-74;85-103;106-123	Endoplasmic reticulum membrane;Sarcoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q96HR9	A0A1L5BXV3;B2RE01;D6W5Z0;Q96LM0	REEP6_HUMAN		44-64;89-109	Endoplasmic reticulum membrane;Cytoplasmic vesicle;Clathrin-coated vesicle membrane	Multi-pass membrane protein	Membrane_protein
Q8NC24	D3DQE2;Q6P4E7;Q6UXY2	RELL2_HUMAN		15-35	Cell membrane	Single-pass membrane protein	Cell_surface:Other
Q9H902	B7Z4D7;B7Z4F2;B7Z5R9;D6W5M2;Q53TI0	REEP1_HUMAN		1-21;35-55	Membrane;Mitochondrion membrane;Endoplasmic reticulum	Multi-pass membrane protein	Membrane_protein
Q8IYK8	B7Z5P1;Q8N8R8	REM2_HUMAN			Cell membrane		Cell_surface:Other
Q9BRK0	Q53EM8;Q9NYF2	REEP2_HUMAN		1-21;35-55	Membrane	Multi-pass membrane protein	Membrane_protein
P00797	Q6FI38;Q6T5C2	RENI_HUMAN			Secreted;Membrane		Membrane_protein
Q8IUW5	Q8NBK1	RELL1_HUMAN	Extracellular:24-57;Cytoplasmic:79-271	58-78	Cell membrane	Single-pass type I membrane protein	Cell_surface:TM
Q6NUK4	Q5JQR5;Q5QGT2;Q6PEW8;Q6PJY4	REEP3_HUMAN		1-21;35-55;59-79	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
A0A1B0GV85		RELD1_HUMAN	Extracellular:24-443;Cytoplasmic:463-526	444-462	Membrane	Single-pass membrane protein	Cell_surface:TM
Q9H6H4	D3DSQ9;Q86VL1;Q9H6I5;Q9HBP4	REEP4_HUMAN		1-21;42-62	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q6BDI9	B2RU16	REP15_HUMAN			Early endosome membrane		Membrane_protein
O75787	B7Z9I3;Q5QTQ7;Q6T7F5;Q8NBP3;Q8NG15;Q96FV6;Q96LB5;Q9H2P8;Q9UG89	RENR_HUMAN	Extracellular:17-302;Cytoplasmic:324-350	303-323	Endoplasmic reticulum membrane;Lysosome membrane;Cytoplasmic vesicle;Autophagosome membrane;Cell projection;Dendritic spine membrane;Axon;Endosome membrane;Clathrin-coated vesicle membrane;Secretory vesicle;Synaptic vesicle membrane	Single-pass type I membrane protein	Cell_surface:TM
Q96D71	B7ZBZ8;B7ZBZ9;B7ZC00;J3KP76;Q5JWJ5;Q5JWJ6;Q5JWJ7;Q8NDR7;Q8WU62;Q9BXY9	REPS1_HUMAN			Membrane;Clathrin-coated pit		Membrane_protein
O15258	O95322	RER1_HUMAN		41-61;63-83;140-160	Golgi apparatus membrane	Multi-pass membrane protein	Membrane_protein
Q9H6L5	Q69YN8;Q9H6K6;Q9H764;Q9NXM8	RETR1_HUMAN	Cytoplasmic:1-59;Lumenal:81-95;Cytoplasmic:117-118;Lumenal:140-208;Cytoplasmic:230-497	60-80;96-116;119-139;209-229	Golgi apparatus;Cis-Golgi network membrane;Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q8NC44	Q6P1P5;Q9H0K7	RETR2_HUMAN		12-32;100-120;204-224	Membrane	Multi-pass membrane protein	Membrane_protein
P07949	A8K6Z2;Q15250;Q9BTB0;Q9H4A2	RET_HUMAN	Extracellular:29-635;Cytoplasmic:658-1114	636-657	Cell membrane;Endosome membrane	Single-pass type I membrane protein	Cell_surface:TM
Q86VR2	B3KR75	RETR3_HUMAN		81-101;164-184;187-207	Membrane	Multi-pass membrane protein	Membrane_protein
Q6NUM9	A6NIK3;Q53R95;Q53SA9;Q6UX05;Q8N2H5;Q96FA4;Q9NXE5	RETST_HUMAN			Endoplasmic reticulum membrane	Peripheral membrane protein	Membrane_protein
Q6WKZ4	J3KNP0;Q307T1;Q6AZK4;Q6WKZ2;Q6WKZ6;Q86YV4;Q8TDL1;Q9H642	RFIP1_HUMAN			Recycling endosome;Cytoplasmic vesicle;Phagosome membrane		Membrane_protein
Q9Y644	O00588	RFNG_HUMAN	Cytoplasmic:1-6;Lumenal:30-331	7-29	Golgi apparatus membrane	Single-pass type II membrane protein	Membrane_protein
Q52LD8	Q14DH4;Q2TA69;Q53QE0;Q53SE1;Q96NM3	RFTN2_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q7L804	A6NEI4;Q3I768;Q9Y2F0	RFIP2_HUMAN			Cell projection;Phagocytic cup;Cell membrane;Recycling endosome membrane	Peripheral membrane protein	Cell_surface:Other
Q96AA3	Q96J03	RFT1_HUMAN		16-36;42-62;85-105;123-143;155-174;187-207;335-355;376-396;404-423;428-450;470-490;499-519	Membrane	Multi-pass membrane protein	Membrane_protein
Q8WZ73	E1P633;Q8NHW0;Q8TBY7;Q96BE6	RFFL_HUMAN			Cytoplasm;Cytosol;Cell membrane;Recycling endosome membrane	Peripheral membrane protein	Cell_surface:Other
O75154	B0QYI8;B0QYT8;B1AHQ0;B4DEI7;B4DZR6;Q4VXV7;Q7Z5E9;Q9H155;Q9H1G0;Q9NUI0	RFIP3_HUMAN			Recycling endosome membrane;Cytoplasm;Cytoskeleton;Microtubule organizing center;Centrosome;Cleavage furrow;Midbody	Peripheral membrane protein	Membrane_protein
Q14699	Q0D2G0;Q496Y2;Q4QQI7;Q5JB48;Q7Z7P2	RFTN1_HUMAN			Cell membrane;Cytoplasm;Membrane raft;Endosome;Early endosome	Lipid-anchor	Cell_surface:Other
Q86YS3	Q52LI1;Q8N829;Q8NDT7;Q969D8	RFIP4_HUMAN			Endosome;Cytoplasm;Cytoskeleton;Spindle;Microtubule organizing center;Centrosome;Recycling endosome membrane;Cleavage furrow;Midbody;Cytoplasmic vesicle	Peripheral membrane protein	Membrane_protein
Q9BXF6	O94939;Q9P0M1	RFIP5_HUMAN			Cytoplasm;Recycling endosome membrane;Early endosome membrane;Golgi apparatus membrane;Cytoplasmic vesicle;Secretory vesicle membrane;Mitochondrion membrane	Peripheral membrane protein	Membrane_protein
Q9H0H5	Q6PJ26;Q9NWN2;Q9P250;Q9P2W2	RGAP1_HUMAN			Nucleus;Cytoplasm;Cytoskeleton;Spindle;Cytoplasmic vesicle;Secretory vesicle;Acrosome;Cleavage furrow;Midbody;Midbody ring;Cell membrane	Peripheral membrane protein	Cell_surface:Other
Q96B86	B2RTW1;B7Z5S8;F5GXQ7;F5GZU6;G3V518;Q0JV97;Q8NC80;Q9H0E6;Q9NPM3	RGMA_HUMAN			Cell membrane	Lipid-anchor;GPI-anchor	Cell_surface:Other
Q6NW40	D6R9A0;Q8NC92	RGMB_HUMAN			Cell membrane;Membrane raft	Lipid-anchor;GPI-anchor	Cell_surface:Other
Q6ZVN8	B1ALI7;Q2PQ63;Q6IMF6;Q8NAH2;Q8WVJ5	RGMC_HUMAN			Cell membrane	Lipid-anchor;GPI-anchor	Cell_surface:Other
Q08116	B2RDM9;B4DZY0;Q07918;Q9H1W2	RGS1_HUMAN			Cell membrane;Cytoplasm;Cytosol	Peripheral membrane protein	Cell_surface:Other
P47804	A6NKK7;Q96FC5	RGR_HUMAN	Extracellular:1-15;Cytoplasmic:37-52;Extracellular:74-91;Cytoplasmic:113-130;Extracellular:152-175;Cytoplasmic:197-219;Extracellular:241-247;Cytoplasmic:269-291	16-36;53-73;92-112;131-151;176-196;220-240;248-268	Membrane	Multi-pass membrane protein	Cell_surface:TM
P49796	A6NHA0;A8K0V1;B3KUB2;Q5VXB8;Q5VXC1;Q5VZ05;Q5VZ06;Q6ZRM5;Q8IUQ1;Q8NC47;Q8NFN4;Q8NFN5;Q8NFN6;Q8TD59;Q8TD68;Q8WV02;Q8WXA0	RGS3_HUMAN			Cytoplasm;Nucleus;Cell membrane	Peripheral membrane protein	Cell_surface:Other
Q5JS13	B4DR86;E9PBQ5;O15059;Q5JT60;Q5JT65;Q5JUG5;Q8N4S6;Q8N5H4;Q8WUV7;Q9NZ16	RGPS1_HUMAN			Cytoplasm;Cell membrane		Cell_surface:Other
O15492	B2R4M4;Q5VYN9;Q99701	RGS16_HUMAN			Membrane	Lipid-anchor	Membrane_protein
Q92546	Q5TCV5	RGP1_HUMAN			Cytoplasm;Cytosol;Membrane		Membrane_protein
Q86X27	B7Z7B1;Q5T5Z1;Q5VZ67;Q9NW78	RGPS2_HUMAN			Cytoplasm;Cell membrane		Cell_surface:Other
O76081	Q96BG9	RGS20_HUMAN			Membrane;Nucleus;Cytoplasm	Lipid-anchor	Membrane_protein
P49802	Q5T3H4;Q8TD66;Q8TD67;Q8WW09;Q9UNU7;Q9Y6B9	RGS7_HUMAN			Cytoplasm;Cytosol;Cell membrane;Membrane	Peripheral membrane protein	Cell_surface:Other
Q9UGC6	Q5TF49;Q8TD61;Q9UJS8	RGS17_HUMAN			Membrane;Cell junction;Synapse;Synaptosome;Nucleus;Cytoplasm		Membrane_protein
P57771	B4DGL9;Q3SYD2	RGS8_HUMAN			Cell membrane;Membrane;Perikaryon;Cell projection;Dendrite;Nucleus	Peripheral membrane protein	Cell_surface:Other
O15539	E9PMP5;Q53XA9;Q599J0	RGS5_HUMAN			Cytoplasm;Membrane		Membrane_protein
P49795	A8K216;E1P5G9;Q53XN0;Q8TD60	RGS19_HUMAN			Membrane	Lipid-anchor	Membrane_protein
O14827	B9EG89;Q9UK56	RGRF2_HUMAN			Cytoplasm;Cell membrane;Endoplasmic reticulum membrane	Peripheral membrane protein	Cell_surface:Other
P41220	Q6I9U5	RGS2_HUMAN			Cell membrane;Cytoplasm;Nucleus;Nucleolus;Mitochondrion		Cell_surface:Other
O75916	A8K3C0;O75573;Q696R2;Q8TD64;Q8TD65;Q9HC32;Q9HC33	RGS9_HUMAN			Membrane	Peripheral membrane protein	Membrane_protein
P49758	C9JE95;F8W7W5;O75576;O75577;Q7Z4K3;Q7Z4K4;Q7Z4K5;Q7Z4K6;Q8TE13;Q8TE14;Q8TE15;Q8TE16;Q8TE17;Q8TE18;Q8TE19;Q8TE20;Q8TE21;Q8TE22;Q9UDS8;Q9UDT0;Q9Y245;Q9Y647	RGS6_HUMAN			Cytoplasm;Cytosol;Membrane;Nucleus;Cell membrane	Peripheral membrane protein	Cell_surface:Other
O43566	O43565;Q506M1;Q6ZWA4;Q8TD62	RGS14_HUMAN			Nucleus;PML body;Cytoplasm;Membrane;Cell membrane;Cytoskeleton;Microtubule organizing center;Centrosome;Spindle;Spindle pole;Cell projection;Dendrite;Dendritic spine;Cell junction;Synapse;Postsynaptic density		Cell_surface:Other
A5PLK6	A2A2Z0;A6PVM2;A6PVM3;Q0VAJ4;Q0VAJ5;Q6ZRL0;Q86UV0;Q9H084	RGSL_HUMAN		960-982	Membrane	Single-pass membrane protein	Membrane_protein
Q02094	B2R8T8;O43514;O43515;Q7L8L3;Q9H454	RHAG_HUMAN	Cytoplasmic:1-2;Extracellular:24-51;Cytoplasmic:73-79;Extracellular:101-113;Cytoplasmic:135-142;Extracellular:164-167;Cytoplasmic:189-208;Extracellular:230-239;Cytoplasmic:261-268;Extracellular:292-295;Cytoplasmic:319-332;Extracellular:354-362;Cytoplasmic:384-409	3-23;52-72;80-100;114-134;143-163;168-188;209-229;240-260;269-291;296-318;333-353;363-383	Membrane	Multi-pass membrane protein	Cell_surface:TM
O75783	A2IDC0;A2IDC1;Q0VAX4;Q9NQ85	RHBL1_HUMAN		196-216;262-282;284-304;308-328;340-359;372-392;405-425	Membrane	Multi-pass membrane protein	Membrane_protein
Q9NX52	B2RNT3;B9EH75;Q6P175;Q8NER8;Q96E02	RHBL2_HUMAN		72-92;128-148;159-179;183-203;212-232;245-265;278-298	Cell membrane	Multi-pass membrane protein	Cell_surface:Other
Q9H310	A8K475;Q5SZW4;Q5SZW6;Q5SZW7;Q6P193;Q6YJI2;Q6YJI3	RHBG_HUMAN	Cytoplasmic:1-13;Extracellular:35-61;Cytoplasmic:83-86;Extracellular:108-124;Cytoplasmic:146-149;Extracellular:171-178;Cytoplasmic:202-219;Extracellular:241-251;Cytoplasmic:273-282;Extracellular:304-304;Cytoplasmic:326-346;Extracellular:368-393;Cytoplasmic:415-458	14-34;62-82;87-107;125-145;150-170;179-201;220-240;252-272;283-303;305-325;347-367;394-414	Basolateral cell membrane;Cytoplasmic vesicle membrane	Multi-pass membrane protein	Cell_surface:TM
P58872	A6NMH1;Q495Y4;Q495Y5;Q495Y6	RHBL3_HUMAN		164-184;218-238;250-270;274-294;303-325;338-358;371-391	Membrane	Multi-pass membrane protein	Membrane_protein
Q6PJF5	A6NEM3;A8K801;Q5U607;Q5YGQ8;Q9H6E9	RHDF2_HUMAN	Cytoplasmic:1-409;Lumenal:431-660;Cytoplasmic:682-692;Lumenal:714-715;Cytoplasmic:737-747;Lumenal:769-773;Cytoplasmic:795-802;Lumenal:824-856	410-430;661-681;693-713;716-736;748-768;774-794;803-823	Endoplasmic reticulum membrane;Cell membrane	Multi-pass membrane protein	Cell_surface:Other
Q8TEB9	Q495B9;Q53S43;Q5EBM8;Q6P5V8;Q8IV60;Q9H057	RHBL4_HUMAN	Cytoplasmic:1-21;Extracellular:43-106;Cytoplasmic:128-138;Extracellular:158-180;Cytoplasmic:202-315	22-42;107-127;139-157;181-201	Endoplasmic reticulum membrane;Mitochondrion membrane	Multi-pass membrane protein	Cell_surface:TM
P18577	A7DW68;B7UDF3;B7UDF4;B7UDF5;B7UDF6;B7UDF7;B7UDF8;B7UDF9;B7UDG0;B7UDG1;B7UDG2;B7UDG3;Q02163;Q02164;Q02165;Q16160;Q2MJW0;Q2VC86;Q3LTM6;Q6AZX5;Q6J2U3;Q7RU06;Q8IZT2;Q8IZT3;Q8IZT4;Q8IZT5;Q9UD13;Q9UD14;Q9UD15;Q9UD16;Q9UD73;Q9UD74;Q9UEC2;Q9UEC3;Q9UPN0	RHCE_HUMAN		12-32;44-64;77-97;125-145;172-192;203-223;238-258;265-285;287-307;331-351;358-378	Membrane	Multi-pass membrane protein	Membrane_protein
Q6ZWK4		RHEX_HUMAN		9-29	Cell membrane	Single-pass membrane protein	Cell_surface:Other
Q6NTF9	Q7L534;Q9H5W6;Q9HBK7;Q9UDT2	RHBD2_HUMAN		11-31;63-83;100-120;158-178;184-204	Golgi apparatus;Cis-Golgi network membrane	Multi-pass membrane protein	Membrane_protein
Q6ZUM4	A4FU35;A8K3N5;C9JTF3;Q494U0;Q6NWZ8;Q8WY58	RHG27_HUMAN			Cytoplasm;Membrane	Peripheral membrane protein	Membrane_protein
A1A4S6	A1L0S5;Q2VPC4;Q2VPC5;Q96EV3;Q96S75	RHG10_HUMAN			Cytoplasm;Perinuclear region;Cell membrane		Cell_surface:Other
Q02161	Q02162;Q07618;Q16147;Q16235;Q16355;Q5VSK0;Q5XLS9;Q5XLT1;Q5XLT2;Q9NPK0;Q9UQ20;Q9UQ21;Q9UQ22;Q9UQ23	RHD_HUMAN		12-32;44-64;77-97;107-127;130-150;167-187;203-223;238-258;287-307;334-354;358-378	Cell membrane	Multi-pass membrane protein	Cell_surface:Other
Q9Y3P4	Q6I9X3;Q9UGQ7	RHBD3_HUMAN		20-40;58-78;92-112;141-161;163-183	Membrane	Multi-pass membrane protein	Membrane_protein
Q9UBD6	A8K4D4;Q6X3Y4	RHCG_HUMAN	Cytoplasmic:1-9;Extracellular:31-60;Cytoplasmic:82-85;Extracellular:107-123;Cytoplasmic:145-148;Extracellular:170-177;Cytoplasmic:201-218;Extracellular:240-250;Cytoplasmic:272-281;Extracellular:303-303;Cytoplasmic:325-345;Extracellular:367-394;Cytoplasmic:416-479	10-30;61-81;86-106;124-144;149-169;178-200;219-239;251-271;282-302;304-324;346-366;395-415	Apical cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q5T5U3	Q0VF98;Q7Z3P7;Q8N3A2;Q8NI19;Q8TBV5;Q9P2C3	RHG21_HUMAN			Golgi apparatus membrane;Cell junction;Cytoplasmic vesicle membrane;Cytoplasm;Cytoskeleton	Peripheral membrane protein	Membrane_protein
Q96CC6	Q04842;Q1W6H2;Q4TT59;Q96S34;Q9H6E1	RHDF1_HUMAN	Cytoplasmic:1-411;Lumenal:433-655;Cytoplasmic:677-691;Lumenal:713-714;Cytoplasmic:736-746;Lumenal:768-772;Cytoplasmic:794-803;Lumenal:825-855	412-432;656-676;692-712;715-735;747-767;773-793;804-824	Endoplasmic reticulum membrane;Golgi apparatus membrane	Multi-pass membrane protein	Membrane_protein
Q53QZ3	Q53R36;Q53RD7;Q53RT6;Q53SX9;Q584N9;Q6PJE6;Q86WP1;Q8IXX1;Q9NRL8;Q9NZ77;Q9NZ91	RHG15_HUMAN			Cytoplasm;Membrane	Peripheral membrane protein	Membrane_protein
Q15382	B3KWN6;D3DX13;Q53Y56;Q99444	RHEB_HUMAN			Endomembrane system;Golgi apparatus membrane;Cytoplasm;Cytosol;Endoplasmic reticulum membrane	Lipid-anchor	Membrane_protein
Q9NRY4	A7E2A4;Q14452;Q9C0E1	RHG35_HUMAN			Cytoplasm;Cytoskeleton;Cilium basal body;Nucleus;Cell membrane		Cell_surface:Other
Q68EM7	A8K6M6;Q6ZUS4;Q7Z2F2;Q8NDG2;Q96KS2;Q96KS3;Q96SS8;Q9BVF6;Q9H8U5;Q9NW54	RHG17_HUMAN			Membrane;Cytoplasm;Cell junction;Tight junction	Peripheral membrane protein	Membrane_protein
Q96D21	O95520;Q5THY8	RHES_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q13017	A1L375;A1L376;A8KAA1;D3DS89;D3DS90;Q05BE8;Q05BU8;Q59ER0;Q6DHZ3	RHG05_HUMAN			Cytoplasm;Cell membrane	Peripheral membrane protein	Cell_surface:Other
